Fd_Libr,UID,Fd_Index,Fd_Name,Fd_Category,Fd_Type,Fd_DM,Fd_Conc,Fd_Locked,Fd_DE_Base,Fd_ADF,Fd_NDF,Fd_DNDF48_input,Fd_DNDF48_NDF,Fd_Lg,Fd_CP,Fd_St,Fd_dcSt,Fd_WSC,Fd_CPARU,Fd_CPBRU,Fd_CPCRU,Fd_dcRUP,Fd_CPs_CP,Fd_KdRUP,Fd_RUP_base,Fd_NPN_CP,Fd_NDFIP,Fd_ADFIP,Fd_Arg_CP,Fd_His_CP,Fd_Ile_CP,Fd_Leu_CP,Fd_Lys_CP,Fd_Met_CP,Fd_Phe_CP,Fd_Thr_CP,Fd_Trp_CP,Fd_Val_CP,Fd_CFat,Fd_FA,Fd_dcFA,Fd_Ash,Fd_C120_FA,Fd_C140_FA,Fd_C160_FA,Fd_C161_FA,Fd_C180_FA,Fd_C181t_FA,Fd_C181c_FA,Fd_C182_FA,Fd_C183_FA,Fd_OtherFA_FA,Fd_Ca,Fd_P,Fd_Pinorg_P,Fd_Porg_P,Fd_Na,Fd_Cl,Fd_K,Fd_Mg,Fd_S,Fd_Cr,Fd_Co,Fd_Cu,Fd_Fe,Fd_I,Fd_Mn,Fd_Mo,Fd_Se,Fd_Zn,Fd_B_Carotene,Fd_Biotin,Fd_Choline,Fd_Niacin,Fd_VitA,Fd_VitD,Fd_VitE,Fd_acCa_input,Fd_acPtot_input,Fd_acNa_input,Fd_acCl_input,Fd_acK_input,Fd_acCu_input,Fd_acFe_input,Fd_acMg_input,Fd_acMn_input,Fd_acZn_input
NRC 2020,NRC16F52,52,"Corn stalks, ensiled, high DM",Grain Crop Forage,Forage,84.974,0,1,2.155,46.926,71.996,0,56.189,6.368,5.609,3.67,91,5.91,60,24,16,70,52.593,4.068,32.917,0,1.947,1.327,2.317,1.707,3.415,8.537,2.805,1.585,3.902,3.415,0.732,4.512,1.214,0.479,73,9.011,0.307,0.464,17.828,0.363,2.424,0.004,19.235,47.735,8.245,3.395,0.386,0.145,92,8,0.133,0.434,1.097,0.221,0.089,0,0,9.996,1182.332,0,71.246,1.146,0.04,28.861,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F51,51,"Corn stalks, ensiled, low DM",Grain Crop Forage,Forage,41.242,0,1,2.189,44.785,66.228,0,52.796,6.159,7.001,3.548,91,5.229,60,24,16,70,49.569,4.068,32.917,0,2.198,1.56,2.317,1.707,3.415,8.537,2.805,1.585,3.902,3.415,0.732,4.512,1.837,0.725,73,10.548,0.307,0.464,17.828,0.363,2.424,0.004,19.235,47.735,8.245,3.395,0.478,0.186,92,8,0.027,0.471,1.351,0.232,0.108,0,0,9.702,1302.865,0,71.781,1.362,0.04,32.521,0,0,0,0,0,0,0,0.45,0.827,1,0.92,0.4,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F53,53,"Corn, ear w husk, stlk, hi fbr",Energy Source,Concentrate,57.96,100,1,3.246,12.26,24.887,0,46.816,2.006,7.949,56.723,91,1.833,30,68,2,60.7,43.793,5,38.859,0,0.923,0.614,3.846,2.692,3.462,12.981,2.692,1.827,5,3.558,,4.423,3.373,2.893,73,2.114,,0.3,13.6,0.2,1.8,,26,55.1,1.6,1.4,0.073,0.261,48,52,0.01,0.142,0.521,0.115,0.099,0,0,3.344,84.957,0,12.004,0.996,0.06,24.868,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F54,54,"Corn, ear, huks, stlk, low fbr",Energy Source,Concentrate,64.828,100,1,3.349,8.426,18.109,0,50.568,1.745,7.833,64.647,91,1.875,30,68,2,61,37.947,5,38.859,0,0.861,0.595,3.846,2.692,3.462,12.981,2.692,1.827,5,3.558,,4.423,3.558,3.111,73,1.73,,0.3,13.6,0.2,1.8,,26,55.1,1.6,1.4,0.043,0.279,48,52,0.011,0.129,0.452,0.113,0.099,0,0,2.46,55.872,0,8.312,1,0.06,23.096,0,0,0,0,0,0,0,0.6,0.757,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F55,55,Cotton gin trash,By-Product/Other,Concentrate,90.25,100,1,1.656,50.967,59.353,0,21.333,15.035,11.976,1.117,91,2.217,30,35,35,50,28.113,5.3,54.394,0,4.373,3.192,11.4,3.32,3.39,7.22,4.66,1.83,5.63,3.81,1.42,5,4.014,3.14,73,14.546,,0.7,23.13,0.65,3.25,,19.29,51.56,0.53,0.89,1.688,0.243,11,89,0.065,0.546,1.963,0.323,0.399,0,0,9.014,930.496,0,63.748,1.184,0.1,25.697,0,0,0,0,0,0,0,0.6,0.698,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F57,57,Cottonseed hulls,By-Product/Other,Concentrate,91,100,1,1.569,65.964,80.924,0,22.4,19.933,6.975,1.225,91,2.147,30,35,35,50,20.654,5.3,54.394,0,3.601,2.775,11.4,3.32,3.39,7.22,4.66,1.83,5.63,3.81,1.42,5,3.202,3.14,73,3.461,,0.7,23.13,0.65,3.25,,19.29,51.56,0.53,0.89,0.235,0.151,11,89,0.022,0.074,1.205,0.215,0.104,0,0,5.18,83.11,0,25.751,1,0.04,18.751,0,0,0,0,0,0,0,0.6,0.698,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F58,58,Cottonseed meal,Plant Protein,Concentrate,89.92,100,1,3.293,19.16,28.052,0,25,7.006,46.686,1.095,91,8.479,25,56,19,82.585,14.527,7.191,44.321,0,2.22,1.719,11.569,2.723,3.007,5.534,3.965,1.394,5.272,3.05,1.22,4.227,3.597,3.06,73,7.622,,0.943,25.795,0.522,2.947,0.045,18.333,50.196,0.304,0.915,0.254,1.306,11,89,0.166,0.08,1.743,0.697,0.482,0,0,12.475,208.058,0,23.158,1.762,0.3,66.181,0,0,0,0,0,0,0,0.6,0.698,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F56,56,"Cottonseed, whole",Plant Protein,Concentrate,91.364,100,1,3.139,38.567,50.578,0,12.8,11.21,23.315,0.76,91,4,45,48,7,73.622,26.618,14.8,22.509,0,2.84,2.733,10.814,2.805,3.167,5.792,4.344,1.493,5.204,3.213,1.176,4.344,18.622,18.26,73,4.214,,0.69,23.91,0.55,2.33,,15.24,56.48,0.19,0.61,0.173,0.622,11,89,0.016,0.081,1.176,0.382,0.238,0.094,0,7.556,71.795,0,17.431,1.135,0.14,36.386,0,0,0,0,0,0,0,0.6,0.698,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F59,59,"DDGS, high fat",By-Product/Other,Concentrate,89.063,100,1,3.458,14.576,32.114,0,71.526,4.17,30.195,4.513,91,4.557,26,62,12,75,15.67,5,45.52,0,3.834,2.845,4.297,2.662,3.65,11.673,2.814,1.977,4.867,3.726,0.798,4.867,12.545,11.39,73,5.39,0.117,0.139,14.049,0.131,2.386,0.012,24.57,56.106,1.68,0.81,0.117,0.882,45,55,0.21,0.186,1.262,0.341,0.673,0.16,0,4.154,94.072,0,17.793,1.106,0.4,64.125,0,0,0,0,0,0,0,0.6,0.752,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F60,60,"DDGS, high protein",By-Product/Other,Concentrate,91.073,100,1,3.303,17.706,37.597,0,62.667,5.828,38.985,6.201,91,5.42,26,62,12,75,16.58,5,45.52,0,4.445,3.974,4.297,2.662,3.65,11.673,2.814,1.977,4.867,3.726,0.798,4.867,7.56,6.56,73,4.042,0.117,0.139,14.049,0.131,2.386,0.012,24.57,56.106,1.68,0.81,0.078,0.635,45,55,0.205,0.199,0.753,0.229,0.636,0.16,0,6.65,98.925,0,21.258,1.385,0.4,52.614,0,0,0,0,0,0,0,0.6,0.752,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F61,61,"DDGS, low fat",By-Product/Other,Concentrate,89.947,100,1,3.408,14.815,30.846,0,47.154,3.53,30.974,6.112,91,7.96,26,62,12,75,20.065,5,45.52,0,3.87,3.15,4.297,2.662,3.65,11.673,2.814,1.977,4.867,3.726,0.798,4.867,8.902,7.902,73,5.344,0.117,0.139,14.049,0.131,2.386,0.012,24.57,56.106,1.68,0.81,0.113,0.893,45,55,0.242,0.22,1.205,0.336,0.708,0.16,0,5.633,101.657,0,18.51,1.4,0.4,69.949,0,0,0,0,0,0,0,0.6,0.752,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F62,62,DGS modified,By-Product/Other,Concentrate,49.214,100,1,3.47,14.438,27.098,0,52.774,3.086,30.277,4.668,91,9.671,26,62,12,75,21.907,5,45.52,0,4.694,4.087,4.297,2.662,3.65,11.673,2.814,1.977,4.867,3.726,0.798,4.867,9.348,8.348,73,5.584,0.3,0.25,15,0.1,2.5,0.05,18,55,8,0.8,0.207,0.858,45,55,0.271,0.234,1.45,0.347,0.631,0.16,0,6.709,120.704,0,19.392,0,0.4,71.858,0,0,0,0,0,0,0,0.6,0.752,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F63,63,DGS wet,By-Product/Other,Concentrate,33.217,100,1,3.471,16.083,31.68,0,25.48,3.219,31.452,6.35,91,7.321,26,62,12,75,16.365,5,45.52,0,4.133,3.286,4.297,2.662,3.65,11.673,2.814,1.977,4.867,3.726,0.798,4.867,9.308,8.308,73,4.501,0.3,0.25,15,0.1,2.5,0.05,18,55,8,0.8,0.125,0.758,45,55,0.15,0.133,1.099,0.282,0.666,0.16,0,4.697,110.208,0,14.986,0,0.4,59.537,0,0,0,0,0,0,0,0.6,0.752,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F64,64,Distillers solubles,By-Product/Other,Concentrate,31.204,100,1,3.599,3.198,4.834,0,70,0.572,22.577,4.001,91,28.74,26,62,12,75,69.924,5,45.52,0,1.205,0.778,4.297,2.662,3.65,11.673,2.814,1.977,4.867,3.726,0.798,4.867,10.986,9.986,73,11.104,0.3,0.25,15,0.1,2.5,0.05,18,55,8,0.8,0.125,1.821,45,55,0.654,0.499,2.778,0.768,1.153,0.16,0,9.261,148.03,0,32.034,0,0.4,108.439,0,0,0,0,0,0,0,0.6,0.752,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1012,196,Dolomite limestone (magnesium),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,22,,,100,,,,10,,,,,,,,,,,,,,,,,,0.35,0.68,,,,,,0.12,,
NRC 2020,NRC16F1047,231,EDDI,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,,,,803000,,,,,,,,,,,,,0.68,,,,,,,,
NRC 2020,NRC16F65,65,"Fat, canola oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,0.1,0.103,4.358,0.28,2.053,3.53,57.277,18.992,7.636,5.671,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F66,66,"Fat, corn oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,,,11.075,,1.55,,26.95,58.95,1.1,0.375,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F67,67,"Fat, cottonseed oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,,0.83,25.973,0.57,2.997,,20.16,48.927,0.1,0.443,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F69,70,"Fat, flaxseed oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,,0.156,5.739,0.183,4.301,,18.879,14.151,55.946,0.645,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F68,69,"Fat, lard",Fat Supplement,Concentrate,99,100,1,6.008,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,68,0,0.2,1.3,23.8,2.7,13.5,,41.2,10.2,1,6.1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F70,68,"Fat, safflower oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,,0.1,10.767,,11.967,,14.333,60.633,0.3,1.9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F71,71,"Fat, soybean oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,0.11,0.107,10.832,0.135,3.888,,22.82,53.748,8.232,0.128,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F72,72,"Fat, sunflower oil",Fat Supplement,Concentrate,99,100,1,6.422,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,100,88,73,0,,,7.326,0.09,10.648,0.59,43.394,35.494,0.79,1.668,0,0,0,100,0,0,0,0,0,,,0,0,,0,0,,0,0,0,0,0,0,0,0,,0.68,0,0,0,0,0,0,0,0
NRC 2020,NRC16F73,73,"Fat, tallow",Fat Supplement,Concentrate,99.8,100,1,6.008,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,99.8,88,68,0,0.09,3.003,24.431,3.793,17.917,3.99,41.617,1.09,0.53,3.539,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRC 2020,NRC16F74,74,Feather meal,Animal Protein,Concentrate,92.868,100,1,4.087,0,0,0,0,0,90.554,0,91,0,24,31,45,67.88,9.919,0.835,73.306,0,12.695,9.275,6.563,1.208,4.595,8.132,2.603,0.697,4.77,4.533,0.76,7.011,8.918,7.85,73,2.308,0.34,1.09,24.33,6.51,8.27,1.09,32.51,13.19,0.54,12.13,0.503,0.317,0,100,0.164,0.229,0.183,0.04,1.779,0,0,9.12,346.849,0,11.785,1,0.7,86.915,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1051,235,Ferrous carbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,,,380000,,,,,,,,,,,,,,0.68,,,,,0.1,,,
NRC 2020,NRC16F1049,233,Ferrous sulfate (7H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,12.4,,,,218000,,,,,,,,,,,,,,0.68,,,,,0.2,,,
NRC 2020,NRC16F1050,234,Ferrous sulfate (H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,18.9,,,,329000,,,,,,,,,,,,,,0.68,,,,,0.2,,,
NRC 2020,NRC16F75,75,Fish meal,Animal Protein,Concentrate,92.027,100,1,3.609,0,0,0,0,0,69.192,0,91,0,36,38,26,75.833,22.417,1.85,56.45,0,4.05,1.04,5.625,2.348,3.885,6.74,6.824,2.534,3.733,3.885,0.963,4.595,10.483,6.44,73,21.12,,10.35,28.464,13.006,5.995,0.2,10.97,1.095,0.963,28.957,5.559,3.161,0,100,0.821,1.057,0.934,0.235,0.876,0,0,6.016,803.864,0,44.4,1.481,1.5,91.765,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F96,94,Flaxseed,Plant Protein,Concentrate,92.694,100,1,4.083,19.064,30.442,0,57,6.422,22.786,2.394,91,3.933,18,67,15,84.425,43.088,5.367,49.392,0,3.554,0.985,9.098,2.172,4.057,5.943,4.057,1.762,4.631,3.648,1.475,4.877,34.411,33.411,73,4.029,,0.16,5.74,0.18,4.3,,18.88,14.15,55.95,0.64,0.244,0.593,0,100,0.045,0.082,0.789,0.366,0.238,0,0,12.637,98.343,0,29.731,1,0,45.096,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F97,95,Flaxseed meal,Plant Protein,Concentrate,89.646,100,1,3.221,16.929,30.434,0,49,6.226,38.482,2.063,91,5.893,18,67,15,84.425,38.998,5.367,49.392,0,4.349,1.706,9.098,2.172,4.057,5.943,4.057,1.762,4.631,3.648,1.475,4.877,3.203,3.08,73,6.766,,0.16,5.74,0.18,4.3,,18.88,14.15,55.95,0.64,0.437,0.95,0,100,0.131,0.066,1.304,0.651,0.399,0,0,21.008,312.493,0,52.453,1,0,75.296,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F77,76,"Fruit and vegetable byprod, wet",By-Product/Other,Concentrate,19.772,100,1,3.031,22.373,28.683,0,89,4.655,13.619,10.056,91,31.218,42,53,5,80,41.038,7.4,29.767,0,1.714,1.178,4,2.94,3.5,12.7,2.78,2.5,4.72,3.59,0.69,4.78,7.128,6.128,73,8.365,,0.258,13.571,0.191,1.829,,25.99,55.081,1.637,1.443,0.723,0.339,0,100,0.226,0.469,2.007,0.194,0.205,0,0,10.984,620.771,0,34.765,1.759,0,34.869,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1075,259,Glycerol,Energy Source,Concentrate,80,100,1,3.534,0,0,0,0,0,0.84,0,91,1.4,100,0,0,100,100,0,0,0,0,0,,,,,,,,,,,6.24,5.24,73,6.69,,,,,,,,,,,0.08,0.19,0,100,2.48,4.49,0.53,0.07,1.18,0,0,5.08,0,0,22.3,0,0,7.22,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F79,77,"Grain screenings, source unknwn",By-Product/Other,Concentrate,89.151,100,1,3.008,17.69,34.079,0,35.86,3.647,16.18,21.805,91,5,23,70,7,73,40.413,5.355,43.24,0,2.4,0.921,5,2.674,3.256,10.116,3.605,1.86,4.651,3.837,0.814,4.419,3.913,2.913,73,6.017,,,14.143,,2.047,,23.723,56.433,1.972,1.682,0.256,0.66,10,90,0.026,0.233,1.047,0.305,0.204,0,0,10.557,251,0,105.31,0,0,65.729,0,0,0,0,0,0,0,0.6,0.696,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F80,78,Grain sorghum hay,Grain Crop Forage,Forage,92.581,0,1,2.634,30.583,48.084,0,57.465,4.542,8.806,22.206,91,7.262,42,38,20,70,35.304,4.1,43.321,0,2.748,0.824,4.07,2.47,3.91,13.04,2.64,1.93,5.24,3.59,1.16,5,2.392,1.358,73,7.014,2.859,0.889,20.644,0.434,2.421,,10.179,30.365,25.53,6.679,0.284,0.218,92,8,0.016,0.427,1.24,0.219,0.107,0,0,8.173,223.943,0,38.907,1.097,0.04,45.191,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F81,79,"Grain sorghum silage, mature",Grain Crop Forage,Forage,31.323,0,1,2.729,28.902,45.74,0,56.24,4.254,8.225,23.191,91,11.05,42,38,20,70,35.593,4.1,43.321,0,12.844,9.301,4.07,2.47,3.91,13.04,2.64,1.93,5.24,3.59,1.16,5,2.517,1.931,73,5.947,2.859,0.889,20.644,0.434,2.421,,10.179,30.365,25.53,6.679,0.282,0.224,92,8,0.018,0.399,1.268,0.204,0.115,0,0,7.881,275.987,0,45.837,3,0.04,33.335,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F82,80,"Grain sorghum silage, midmtr",Grain Crop Forage,Forage,29.752,0,1,2.521,34.067,53.115,0,55.334,5.025,8.894,14.278,91,4.87,42,38,20,70,45.061,4.1,43.321,0,13.643,9.224,4.07,2.47,3.91,13.04,2.64,1.93,5.24,3.59,1.16,5,2.752,1.563,73,8.058,2.859,0.889,20.644,0.434,2.421,0,10.179,30.365,25.53,6.679,0.37,0.226,92,8,0.024,0.59,1.55,0.236,0.125,0,0,8.393,527.612,0,56.912,1.138,0.04,36.283,0,0,0,0,0,0,0,0.4,0.827,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F83,81,"Grass legume mixt, grass slg",Grass/Legume Forage,Forage,39.612,0,1,2.549,37.015,57.732,0,55.189,5.616,14.336,2.609,91,8,41,49,10,70,49.168,13,25.98,0,3.513,1.608,3.47,1.68,3.76,6.24,3.85,1.29,4.28,3.59,1.01,4.95,3.748,1.981,73,8.125,9.27,0.6,17.785,1.79,2.645,,2.925,17.935,41.505,5.545,0.552,0.302,67,33,0.13,0.822,2.399,0.225,0.185,0,0,10.661,394.649,0,87.312,2.772,0.09,32.085,0,0,0,0,0,0,0,0.37,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F84,82,"Grass lg mixt, grass hay, mid",Grass/Legume Forage,Forage,89.239,0,1,2.635,33.818,54.685,0,67.464,4.276,15.608,1.534,91,12.619,41,49,10,70,34.214,13,25.98,0,1.325,0.993,4.47,1.79,3.75,6.76,4.25,1.43,4.34,3.98,1.36,4.86,3.394,1.927,73,9.412,1.15,0.615,18.98,1.77,2.785,0.17,1.85,33.21,33.39,6.08,0.625,0.329,67,33,0.082,0.649,2.343,0.267,0.222,0,0,0.517,10.362,0,294.738,29.646,0.09,82.577,0,0,0,0,0,0,0,0.37,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F85,83,"Grass lg mixt, grass hay, mtr",Grass/Legume Forage,Forage,87.4,0,1,2.432,40.005,61.989,0,47.481,6.079,10.854,2.535,91,10.911,41,49,10,70,29.742,13,25.98,0,3.571,1.306,4.47,1.79,3.75,6.76,4.25,1.43,4.34,3.98,1.36,4.86,2.433,1.291,73,7.494,1.15,0.615,18.98,1.77,2.785,0.17,1.85,33.21,33.39,6.08,0.511,0.219,67,33,0.074,0.483,1.549,0.215,0.137,0,0,8.747,260.862,0,89.301,1.539,0.09,26.585,0,0,0,0,0,0,0,0.37,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F86,84,"Grass lg mixt, leg. hay, mtr",Grass/Legume Forage,Forage,85.292,0,1,2.398,38.719,51.173,0,20.1,8.274,17.381,2.546,91,5,34,51,15,65,31.991,9.5,34.462,0,4.383,1.834,4.5,1.79,3.79,6.81,4.31,1.43,4.34,4,1.38,4.89,2.273,1.228,73,9.006,1.15,0.615,18.98,1.77,2.785,0.17,1.85,33.21,33.39,6.08,1.238,0.266,55,45,0.063,0.435,2.518,0.282,0.213,0,0,10.288,420.896,0,55.972,1.813,0.09,26.483,0,0,0,0,0,0,0,0.32,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F87,85,"Grass lg mixt, leg., hay, immtr",Grass/Legume Forage,Forage,88.558,0,1,2.64,32.94,43.935,0,49.922,6.921,20.35,1.888,91,8.996,44,49,7,75,37.232,15.1,21.767,0,4.252,1.615,4.5,1.79,3.79,6.81,4.31,1.43,4.34,4,1.38,4.89,2.628,1.777,73,10.016,1.15,0.615,18.98,1.77,2.785,0.17,1.85,33.21,33.39,6.08,1.283,0.303,55,45,0.073,0.555,2.245,0.301,0.244,0,0,10.238,285.112,0,44.181,1.857,0.09,25.506,0,0,0,0,0,0,0,0.32,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F88,86,"Grass lg mixt, legume slg",Grass/Legume Forage,Forage,40.978,0,1,2.604,33.888,45.934,0,56.226,6.603,20.044,2.097,91,6.577,52,39,9,71.85,53.647,8.174,26.89,0,3.543,1.994,3.47,1.68,3.76,6.24,3.85,1.29,4.28,3.59,1.01,4.95,3.811,1.986,73,10.274,9.27,0.6,17.785,1.79,2.645,,2.925,17.935,41.505,5.545,1.258,0.345,53,47,0.049,0.574,2.771,0.272,0.242,0,0,10.944,472.668,0,57.45,1.69,0,29.81,0,0,0,0,0,0,0,0.32,0.765,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F89,87,"Grass lg mixt, mix hay",Grass/Legume Forage,Forage,86.44,0,1,2.382,39.279,58.241,0,54.453,6.697,12.119,2.747,91,10.078,41,49,10,70,26.967,13,25.98,0,4.123,1.655,4.51,1.79,3.78,6.79,4.29,1.43,4.34,3.99,1.37,4.88,2.658,1.371,73,9.236,1.15,0.615,18.98,1.77,2.785,0.17,1.85,33.21,33.39,6.08,0.743,0.25,61,39,0.037,0.433,1.909,0.212,0.025,0.33,0,9.98,308.725,0,65.239,1.908,0,27.938,0,0,0,0,0,0,0,0.35,0.778,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F90,88,"Grass lg mixt, mix silage",Grass/Legume Forage,Forage,40.021,0,1,2.598,34.849,51.232,0,61.085,5.902,17.679,2.118,91,8.076,61,30,9,70,50.724,10.6,22.349,0,3.699,1.911,3.47,1.68,3.76,6.24,3.85,1.29,4.28,3.59,1.01,4.95,4.038,2.033,73,9.517,9.27,0.6,17.785,1.79,2.645,,2.925,17.935,41.505,5.545,0.87,0.341,53,47,0.058,0.588,2.537,0.253,0.226,0.33,0,10.727,451.127,0,72.179,1.788,0.1,31.686,0,0,0,0,0,0,0,0.3,0.765,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1052,236,Iron oxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,,,600000,,,,,,,,,,,,,,0.68,,,,,0.01,,,
NRC 2020,NRC16F1053,237,"Iron, organic generic",Vitamin/Mineral,Concentrate,95,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,80,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.15,0.3,0.004,0.2
